Master Customer Name,Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,Method,Confidence,Rationale,Support Category,Company Website,IsMerge,MergeGroupSize
Audi Knoxville,AUDI KNOXVILLE,Commercial Services,Auto dealership,4411,Rule-Based,High,Master override (deterministic keyword/pattern match),Hospitality,,FALSE,1
Auglaize County OH,AUGLAIZE COUNTY OH,Municipal / Local Government,,92,Rule-Based,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Auglaize County OH'),,,TRUE,2
Aurora Properties,AURORA PROPERTIES,Commercial Real Estate,,531,Rule-Based,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Aurora Properties Llc C/O Avison Young'),,,FALSE,1
Austin Landing North,AUSTIN LANDING NORTH,Commercial Real Estate,Commercial property entity,5311,Heuristic,Low,Master override (weak-signal best guess),,,TRUE,2
Auto Truck Group,AUTO TRUCK GROUP,Commercial Services,Commercial vehicle dealer,4412,Heuristic,Low,Master override (weak-signal best guess),Hospitality,,FALSE,1
Automotive Steering Column,AUTOMOTIVE STEERING COLUMN,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Automotive Steering Column Llc'),,,FALSE,1
Aveda Mid America,AVEDA MID AMERICA,Commercial Services,Retail/personal care brand,4461,Entity Inference,Medium,Master override (known/recognized entity mapping),Hospitality,,FALSE,1
Avi Foodsystems,AVI FOODSYSTEMS,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Avi Foodsystems Inc'),,,TRUE,2
Avis Phillips,AVIS PHILLIPS,Commercial Services,Individual/entity unclear,,AI-Assisted Search,Low,Queued for AI-assisted search,,,FALSE,1
Avison Young,AVISON YOUNG,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Avison Young'),,,FALSE,1
Avison Young Billing,AVISON YOUNG BILLING,Commercial Services,CRE brokerage/property mgmt,5312,Entity Inference,Medium,Master override (known/recognized entity mapping),,,FALSE,1
Azek,AZEK,Manufacturing,Building products manufacturing,3219,Entity Inference,Medium,Master override (known/recognized entity mapping),,,FALSE,1
Azenta US,AZENTA US,Manufacturing,Life sciences/biorepository,5417,Entity Inference,Medium,Master override (known/recognized entity mapping),,,FALSE,1
Azz Galvanizing,AZZ GALVANIZING,Manufacturing,Metal finishing/galvanizing,3328,Entity Inference,Medium,Master override (known/recognized entity mapping),,,FALSE,1
B and B Properties,B AND B PROPERTIES,Commercial Real Estate,,531,Rule-Based,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'B&B Properties'),,,FALSE,1
Babylist,BABYLIST,Commercial Services,E-commerce retail,4541,Entity Inference,Medium,Master override (known/recognized entity mapping),Hospitality,,FALSE,1
Bae Systems,BAE SYSTEMS,Manufacturing,Defense/aerospace manufacturing,3364,Entity Inference,Medium,Master override (known/recognized entity mapping),,,FALSE,1
Baeolophus Partners,BAEOLOPHUS PARTNERS,Commercial Services,Business Services,,Heuristic,Low,"Matched weak business-services signal; Weak-signal best guess (evidence: 'Baeolophus Partners, Llc.')",,,FALSE,1
Baker Construction Enterprises,BAKER CONSTRUCTION ENTERPRISES,Construction,,23,Rule-Based,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Baker Construction Enterprises Inc'),,,FALSE,1
Baldwin Building,BALDWIN BUILDING,Commercial Real Estate,Property entity,5311,Rule-Based,High,Master override (deterministic keyword/pattern match),,,FALSE,1
Balfour Beatty Construction,BALFOUR BEATTY CONSTRUCTION,Construction,,23,Rule-Based,High,"Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Balfour Beatty Construction, Llc')",,,FALSE,1
Ball,BALL,Manufacturing,Packaging manufacturing,3324,Entity Inference,Medium,Master override (known/recognized entity mapping),,,FALSE,1
Baltimore Air Coil,BALTIMORE AIR COIL,Construction,HVAC equipment manufacturer (BAC),3334,Entity Inference,Medium,Master override (known/recognized entity mapping),Mechanical Contractor,,FALSE,1
Bambeck and Vest,BAMBECK AND VEST,Construction,Contractor,2362,Rule-Based,High,Master override (deterministic keyword/pattern match),Mechanical Contractor,,FALSE,1
Bar Louie Murfreesboro,BAR LOUIE MURFREESBORO,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Bar Louie Murfreesboro'),,,FALSE,1
Bar Louie Nashville,BAR LOUIE NASHVILLE,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Bar Louie Nashville'),,,FALSE,1
Barger Concepts,BARGER CONCEPTS,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Barger Concepts Llc'),,,FALSE,1
Bark Box,BARK BOX,Commercial Services,E-commerce retail,4541,Entity Inference,Medium,Master override (known/recognized entity mapping),Hospitality,,FALSE,1
Batavia Local School District,BATAVIA LOCAL SCHOOL DISTRICT,Public Schools (K–12),,611,Rule-Based,High,Matched public school district keyword; Deterministic keyword/pattern match (evidence: 'Batavia Local School District'),,,FALSE,1
Batteries Plus 294,BATTERIES PLUS 294,Commercial Services,Retail,4441,Entity Inference,Medium,Master override (known/recognized entity mapping),Hospitality,,FALSE,1
Battle Ground Academy,BATTLE GROUND ACADEMY,Private Schools (K–12),,611,Rule-Based,High,Matched private school keyword; Deterministic keyword/pattern match (evidence: 'Battle Ground Academy'),,,FALSE,1
Bay Gov Viking Partners Management,BAY GOV VIKING PARTNERS MANAGEMENT,Commercial Services,Business Services,,Heuristic,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Bay Gov Llc Viking Partners Management Inc'),,,FALSE,1
Bc Terminals,BC TERMINALS,Commercial Real Estate,,531,Rule-Based,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Bc Terminals Llc C/O Commercial & Investment Properties'),,,FALSE,1
Bdg Properties,BDG PROPERTIES,Commercial Real Estate,,531,Rule-Based,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Bdg Properties'),,,FALSE,1
Beacon Electric,BEACON ELECTRIC,Utilities,,22,Rule-Based,High,Matched utility keyword; Deterministic keyword/pattern match (evidence: 'Beacon Electric Company'),,,FALSE,1
Beacon Ortohopaedics,BEACON ORTOHOPAEDICS,Healthcare / Senior Living,Orthopedics practice,6211,Rule-Based,High,Master override (deterministic keyword/pattern match),,,TRUE,2
Bearded Iris Brewing,BEARDED IRIS BREWING,Commercial Services,Brewery/taproom,3121,Entity Inference,Medium,Master override (known/recognized entity mapping),Hospitality,,FALSE,1
Bearden Hill Office Partners,BEARDEN HILL OFFICE PARTNERS,Commercial Services,Business Services,,Heuristic,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Bearden Hill Office Partners'),,,FALSE,1
Beautiful Savior Lutheran Church and School,BEAUTIFUL SAVIOR LUTHERAN CHURCH AND SCHOOL,Non-Profit / Religious,,81,Rule-Based,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Beautiful Savior Lutheran Church And School'),,,FALSE,1
Beaver Dam Baptist Church,BEAVER DAM BAPTIST CHURCH,Non-Profit / Religious,,81,Rule-Based,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Beaver Dam Baptist Church'),,,FALSE,1
Beckley Arh Hospital,BECKLEY ARH HOSPITAL,Healthcare / Senior Living,,62,Rule-Based,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Beckley Arh Hospital'),,,FALSE,1
Bedford Acres Christian Church,BEDFORD ACRES CHRISTIAN CHURCH,Non-Profit / Religious,,81,Rule-Based,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Bedford Acres Christian Church'),,,FALSE,1
Belcan,BELCAN,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Belcan'),,,FALSE,1
Belflex Staffing Network,BELFLEX STAFFING NETWORK,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Belflex Staffing Network'),,,FALSE,1
Belkin,BELKIN,Commercial Services,Consumer electronics brand,3344,Entity Inference,Medium,Master override (known/recognized entity mapping),Hospitality,,FALSE,1
Bell County Fiscal Court,BELL COUNTY FISCAL COURT,Municipal / Local Government,,92,Rule-Based,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Bell County Fiscal Court'),,,FALSE,1
Bellarmine University,BELLARMINE UNIVERSITY,University / College,,611,Rule-Based,High,Matched education keyword; Deterministic keyword/pattern match (evidence: 'Bellarmine University'),,,FALSE,1
Belterra Resort Indiana,BELTERRA RESORT INDIANA,Commercial Services,Hospitality,72,Rule-Based,High,Matched hospitality keyword; Deterministic keyword/pattern match (evidence: 'Belterra Resort Indiana'),Hospitality,,TRUE,2
Beltone,BELTONE,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Beltone'),,,FALSE,1
Benchmark Physical Therapy,BENCHMARK PHYSICAL THERAPY,Healthcare / Senior Living,Physical therapy,6213,Entity Inference,Medium,Master override (known/recognized entity mapping),,,FALSE,1
Benison,BENISON,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'The Benison'),,,FALSE,1
Bernard Laboratories,BERNARD LABORATORIES,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Bernard Laboratories Inc'),,,FALSE,1
Bertke Electric,BERTKE ELECTRIC,Utilities,,22,Rule-Based,High,"Matched utility keyword; Deterministic keyword/pattern match (evidence: 'Bertke Electric Co., Inc.')",,,FALSE,1
Best Sanitizers,BEST SANITIZERS,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Best Sanitizers Inc.'),,,FALSE,1
Bestone Tire and Service of Lima,BESTONE TIRE AND SERVICE OF LIMA,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Best-One Tire & Service Of Lima'),,,FALSE,1
Bethlehem High School,BETHLEHEM HIGH SCHOOL,Public Schools (K–12),School (verify public/private),6111,Heuristic,Low,Master override (weak-signal best guess),,,FALSE,1
Bexley City School District,BEXLEY CITY SCHOOL DISTRICT,Public Schools (K–12),,611,Rule-Based,High,Matched public school district keyword; Deterministic keyword/pattern match (evidence: 'Bexley City School District'),,,FALSE,1
Bgis US Re Regions,BGIS US RE REGIONS,Commercial Services,Facilities management,5612,Entity Inference,Medium,Master override (known/recognized entity mapping),,,TRUE,2
Bgr,BGR,Commercial Services,Ambiguous,,AI-Assisted Search,Low,Queued for AI-assisted search,,,TRUE,4
Bhdp Architecture,BHDP ARCHITECTURE,Commercial Services,Architecture,5413,Entity Inference,Medium,Master override (known/recognized entity mapping),,,FALSE,1
Bible Center Church,BIBLE CENTER CHURCH,Non-Profit / Religious,,81,Rule-Based,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Bible Center Church'),,,FALSE,1
Bible Harris Smith PC,BIBLE HARRIS SMITH PC,Non-Profit / Religious,,81,Rule-Based,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Bible Harris Smith Pc'),,,FALSE,1
Big Lots Stores,BIG LOTS STORES,Commercial Services,Discount retail,4523,Entity Inference,Medium,Master override (known/recognized entity mapping),Hospitality,,FALSE,1
Bill Kenney,BILL KENNEY,Commercial Services,Individual,,Rule-Based,High,Master override (deterministic keyword/pattern match),,,FALSE,1
Bill and Lisa Hughes,BILL AND LISA HUGHES,Commercial Services,Individual(s),,Rule-Based,High,Master override (deterministic keyword/pattern match),,,FALSE,1
Billerud US Production Holdings,BILLERUD US PRODUCTION HOLDINGS,Manufacturing,,31-33,Rule-Based,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Billerud Us Production Holdings Llc'),,,FALSE,1
Billy Hays,BILLY HAYS,Commercial Services,Individual,,Rule-Based,High,Master override (deterministic keyword/pattern match),,,FALSE,1
Binford Electric,BINFORD ELECTRIC,Utilities,,22,Rule-Based,High,Matched utility keyword; Deterministic keyword/pattern match (evidence: 'Binford Electric'),,,FALSE,1
Birtley Industrial Equipment,BIRTLEY INDUSTRIAL EQUIPMENT,Manufacturing,Industrial equipment,4238,Heuristic,Low,Master override (weak-signal best guess),,,FALSE,1
Biscan Construction,BISCAN CONSTRUCTION,Construction,,23,Rule-Based,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Biscan Construction'),,,FALSE,1
Bishop Fenwick High School,BISHOP FENWICK HIGH SCHOOL,Non-Profit / Religious,,81,Rule-Based,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Bishop Fenwick High School'),,,FALSE,1
Black Rifle Coffee,BLACK RIFLE COFFEE,Commercial Services,Hospitality,72,Rule-Based,High,Matched hospitality keyword; Deterministic keyword/pattern match (evidence: 'Black Rifle Coffee Company'),Hospitality,,FALSE,1
Blaine Construction,BLAINE CONSTRUCTION,Construction,,23,Rule-Based,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Blaine Construction Corporation'),,,FALSE,1
Bloomfieldschon and Partners,BLOOMFIELDSCHON AND PARTNERS,Commercial Services,Business Services,,Heuristic,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Bloomfield/Schon + Partners'),,,FALSE,1
Blount Memorial Hospital,BLOUNT MEMORIAL HOSPITAL,Healthcare / Senior Living,,62,Rule-Based,High,"Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Blount Memorial Hospital, Inc')",,,FALSE,1
Blue Ash Acquistions,BLUE ASH ACQUISTIONS,Commercial Real Estate,Property acquisition entity,5311,Rule-Based,High,Master override (deterministic keyword/pattern match),,,FALSE,1
Blue Buffalo,BLUE BUFFALO,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Blue Buffalo Co'),,,FALSE,1
Blue Holdings,BLUE HOLDINGS,Commercial Services,Business Services,,Heuristic,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Blue Holdings Llc Co Foundry Commerical Llc'),,,FALSE,1
Blue Ridge Realty,BLUE RIDGE REALTY,Commercial Real Estate,,531,Rule-Based,High,"Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Blue Ridge Realty, Inc C/O Lakeside Centre Realty Partners Llc')",,,TRUE,6
Blue River Career Programs,BLUE RIVER CAREER PROGRAMS,Public Schools (K–12),Career/tech education,6111,Heuristic,Low,Master override (weak-signal best guess),,,FALSE,1
Blue Star,BLUE STAR,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Blue Star'),,,FALSE,1
Blue Star Plastics,BLUE STAR PLASTICS,Manufacturing,Plastics manufacturing,3261,Heuristic,Low,Master override (weak-signal best guess),,,FALSE,1
Bluegrace Logistics,BLUEGRACE LOGISTICS,Commercial Services,Logistics brokerage,4885,Entity Inference,Medium,Master override (known/recognized entity mapping),,,FALSE,1
Bluegrass Community Hospital,BLUEGRASS COMMUNITY HOSPITAL,Healthcare / Senior Living,,62,Rule-Based,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Bluegrass Community Hospital C/O Lifepoint'),,,FALSE,1
Bluepeppermint Boutique,BLUEPEPPERMINT BOUTIQUE,Commercial Services,Boutique retail,4481,Rule-Based,High,Master override (deterministic keyword/pattern match),Hospitality,,FALSE,1
Bob Adams Residence,BOB ADAMS RESIDENCE,Commercial Services,Individual/property,5311,Rule-Based,High,Master override (deterministic keyword/pattern match),,,FALSE,1
Bob Sokoler,BOB SOKOLER,Commercial Services,Individual,,Rule-Based,High,Master override (deterministic keyword/pattern match),,,FALSE,1
Bob Sumerel Tire,BOB SUMEREL TIRE,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Bob Sumerel Tire Company'),,,FALSE,1
Boge Rubber and Plastic,BOGE RUBBER AND PLASTIC,Unknown / Needs Review,,,Unclassified,Low,Insufficient information (evidence: 'Boge Rubber And Plastic'),,,FALSE,1
Boge Rubber and Plastics USA,BOGE RUBBER AND PLASTICS USA,Unknown / Needs Review,,,Unclassified,Low,"Insufficient information (evidence: 'Boge Rubber & Plastics Usa, Llc')",,,FALSE,1
Boghani Properties,BOGHANI PROPERTIES,Commercial Real Estate,,531,Rule-Based,High,"Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Boghani Properties, Llc')",,,FALSE,1
Bonitz,BONITZ,Construction,Specialty contractor (interiors/insulation),2383,Entity Inference,Medium,Master override (known/recognized entity mapping),Mechanical Contractor,,TRUE,2
Boone County Courthouse,BOONE COUNTY COURTHOUSE,Municipal / Local Government,,92,Rule-Based,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Boone County Courthouse'),,,FALSE,1
Boone County Fiscal Court,BOONE COUNTY FISCAL COURT,Municipal / Local Government,,92,Rule-Based,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Boone County Fiscal Court'),,,FALSE,1
Boone County Schools,BOONE COUNTY SCHOOLS,Public Schools (K–12),,611,Rule-Based,High,Matched public school district keyword; Deterministic keyword/pattern match (evidence: 'Boone County Schools'),,,FALSE,1
Borshoff,BORSHOFF,Commercial Services,Marketing/PR (not retail),5418,Entity Inference,Medium,Master override (known/recognized entity mapping),Hospitality,,FALSE,1
Bouma Construction,BOUMA CONSTRUCTION,Construction,,23,Rule-Based,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Bouma Construction'),,,FALSE,1
